Firm Name,Group,Reporting period,Banking and credit cards,Decumulation & pensions,Home finance,Insurance & pure protection,Investments,total_complaints,period,year,half,sector,period_sort
Scottish Equitable Plc,AEGON N.V.,2024-07-01 to 2024-12-31,,6683.0,,9.0,259.0,6951.0,2024-h2,2024,h2,Insurance,6
Scottish Friendly Assurance Society Limited,NO GROUP,2024-07-01 to 2024-12-31,,284.0,,361.0,475.0,1120.0,2024-h2,2024,h2,Insurance,6
SCOTTISH WIDOWS LIMITED,LLOYDS BANKING GROUP PLC,2024-07-01 to 2024-12-31,0.0,9046.0,0.0,1452.0,2488.0,12986.0,2024-h2,2024,h2,Insurance,6
Scottish Widows Unit Trust Managers Limited,LLOYDS BANKING GROUP PLC,2024-07-01 to 2024-12-31,0.0,0.0,0.0,0.0,561.0,561.0,2024-h2,2024,h2,Investments,6
Secure Trust Bank Plc,SECURE TRUST BANK PLC,2024-07-01 to 2024-12-31,359.0,,,,,359.0,2024-h2,2024,h2,Banking,6
Shawbrook Bank Limited,SHAWBROOK GROUP PLC,2024-07-01 to 2024-12-31,877.0,,428.0,,,1305.0,2024-h2,2024,h2,Banking,6
Shop Direct Finance Company Limited,THE VERY GROUP,2024-07-01 to 2024-12-31,,,,367.0,,367.0,2024-h2,2024,h2,Mortgage & Lending,6
Simplyhealth Access,SIMPLYHEALTH GROUP LIMITED,2024-07-01 to 2024-12-31,,,,1988.0,,1988.0,2024-h2,2024,h2,Insurance,6
Skipton Building Society,SKIPTON BUILDING SOCIETY,2024-07-01 to 2024-12-31,2918.0,44.0,505.0,7.0,105.0,3579.0,2024-h2,2024,h2,Banking,6
Society of Lloyd's,SOCIETY OF LLOYD'S,2024-07-01 to 2024-12-31,,,,4865.0,,4865.0,2024-h2,2024,h2,Insurance,6
Somerset Bridge Insurance Services Limited,NO GROUP,2024-07-01 to 2024-12-31,,,,784.0,,784.0,2024-h2,2024,h2,Insurance,6
St James's Place UK plc,ST. JAMES'S PLACE PLC,2024-07-01 to 2024-12-31,,528.0,,6.0,189.0,723.0,2024-h2,2024,h2,Insurance,6
St. James's Place Wealth Management Plc,ST. JAMES'S PLACE PLC,2024-07-01 to 2024-12-31,1.0,2899.0,14.0,140.0,2532.0,5586.0,2024-h2,2024,h2,Insurance,6
Starling Bank Limited,NO GROUP,2024-04-01 to 2024-09-30,22175.0,,,,,22175.0,2024-h2,2024,h2,Banking,6
Starr International (Europe) Limited,"STARR INTERNATIONAL COMPANY, INC.",2024-07-01 to 2024-12-31,,,,1448.0,,1448.0,2024-h2,2024,h2,Insurance,6
Suffolk Life Pensions Limited,NO GROUP,2024-07-01 to 2024-12-31,,589.0,,,,589.0,2024-h2,2024,h2,Insurance,6
Swift 1st Limited,NO GROUP,2024-04-01 to 2024-09-30,,,843.0,,,843.0,2024-h2,2024,h2,Mortgage & Lending,6
Tandem Bank Limited,NO GROUP,2024-07-01 to 2024-12-31,88.0,,2.0,,,90.0,2024-h2,2024,h2,Banking,6
Telefonica Seguros y Reaseguros Compania Aseguradora S.A.U.,NO GROUP,2024-07-01 to 2024-12-31,,,,3845.0,,3845.0,2024-h2,2024,h2,Insurance,6
Telefonica UK Limited,NO GROUP,2024-07-01 to 2024-12-31,,,,123.0,,123.0,2024-h2,2024,h2,Insurance,6
Tesco Personal Finance Limited,NO GROUP,2024-03-01 to 2024-08-31,15374.0,,,4254.0,,19628.0,2024-h2,2024,h2,Mortgage & Lending,6
Tesco Underwriting Limited,TESCO BANK (TESCO PLC),2024-03-01 to 2024-08-31,,,,2415.0,,2415.0,2024-h2,2024,h2,Insurance,6
The Co-operative Bank Plc,CO-OPERATIVE BANK HOLDINGS (THE),2024-07-01 to 2024-12-31,10290.0,1.0,2402.0,3.0,2.0,12698.0,2024-h2,2024,h2,Banking,6
The Mortgage Works (UK) Plc,NATIONWIDE BUILDING SOCIETY,2024-04-01 to 2024-09-30,,,1576.0,,,1576.0,2024-h2,2024,h2,Mortgage & Lending,6
The National Farmers' Union Mutual Insurance Society Limited,NFU MUTUAL INSURANCE SOCIETY LIMITED,2024-07-01 to 2024-12-31,,80.0,,5787.0,43.0,5910.0,2024-h2,2024,h2,Insurance,6
The Prudential Assurance Company Limited,M&G PLC,2024-07-01 to 2024-12-31,,7658.0,36.0,712.0,2889.0,11295.0,2024-h2,2024,h2,Insurance,6
The Royal Bank of Scotland Plc,NATWEST GROUP,2024-07-01 to 2024-12-31,18053.0,8.0,1465.0,39.0,40.0,19605.0,2024-h2,2024,h2,Banking,6
The Royal London Mutual Insurance Society Limited,ROYAL LONDON GROUP,2024-07-01 to 2024-12-31,,4924.0,,1724.0,221.0,6869.0,2024-h2,2024,h2,Insurance,6
Topaz Finance Limited,NO GROUP,2024-07-01 to 2024-12-31,,,2336.0,,,2336.0,2024-h2,2024,h2,Mortgage & Lending,6
Tradex Insurance Company PLC,NO GROUP,2024-07-01 to 2024-12-31,,,,2485.0,,2485.0,2024-h2,2024,h2,Insurance,6
Trading 212 UK Limited,NO GROUP,2024-07-01 to 2024-12-31,256.0,,,,595.0,851.0,2024-h2,2024,h2,Investments,6
Triodos Bank UK Limited,NO GROUP,2024-07-01 to 2024-12-31,595.0,,,,36.0,631.0,2024-h2,2024,h2,Banking,6
TSB Bank plc,BANCO DE SABADELL SA,2024-07-01 to 2024-12-31,30108.0,,1753.0,22.0,,31883.0,2024-h2,2024,h2,Banking,6
U K Insurance Limited,DIRECT LINE INSURANCE GROUP PLC,2024-07-01 to 2024-12-31,,,,51800.0,,51800.0,2024-h2,2024,h2,Insurance,6
U.S. Bank Europe DAC,NO GROUP,2024-07-01 to 2024-12-31,1859.0,,,,,1859.0,2024-h2,2024,h2,Banking,6
UK Mortgage Lending Ltd,NO GROUP,2024-07-01 to 2024-12-31,,,652.0,,,652.0,2024-h2,2024,h2,Mortgage & Lending,6
USAY BUSINESS LTD,NO GROUP,2024-07-01 to 2024-12-31,,,,662.0,,662.0,2024-h2,2024,h2,Insurance,6
Utility Warehouse Limited,NO GROUP,2024-04-01 to 2024-09-30,,,,2693.0,,2693.0,2024-h2,2024,h2,Insurance,6
"Vanguard Asset Management, Ltd",NO GROUP,2024-07-01 to 2024-12-31,,601.0,,,1140.0,1741.0,2024-h2,2024,h2,Energy & Utilities,6
Vanquis Bank Limited,PROVIDENT FINANCIAL PLC,2024-07-01 to 2024-12-31,26951.0,,,,,26951.0,2024-h2,2024,h2,Banking,6
Virgin Money Unit Trust Managers Ltd,NO GROUP,2024-04-01 to 2024-09-30,0.0,713.0,0.0,0.0,1153.0,1866.0,2024-h2,2024,h2,Banking,6
Vitality Corporate Services Limited,DISCOVERY LIMITED,2024-07-01 to 2024-12-31,,,,8702.0,,8702.0,2024-h2,2024,h2,Insurance,6
Vodafone Limited,NO GROUP,2024-04-01 to 2024-09-30,,,,290.0,,290.0,2024-h2,2024,h2,Insurance,6
Volkswagen Financial Services (UK) Limited,NO GROUP,2024-07-01 to 2024-12-31,,,,47.0,,47.0,2024-h2,2024,h2,Insurance,6
Wesleyan Assurance Society,NO GROUP,2024-07-01 to 2024-12-31,,340.0,,143.0,248.0,731.0,2024-h2,2024,h2,Insurance,6
Xbridge Limited,NO GROUP,2024-07-01 to 2024-12-31,,,,1174.0,,1174.0,2024-h2,2024,h2,Insurance,6
Yorkshire Building Society,YORKSHIRE BUILDING SOCIETY,2024-07-01 to 2024-12-31,1776.0,,602.0,8.0,,2386.0,2024-h2,2024,h2,Banking,6
Zempler Bank Limited,NO GROUP,2024-04-01 to 2024-09-30,1805.0,,,,,1805.0,2024-h2,2024,h2,Banking,6
Zopa Bank Limited,NO GROUP,2024-07-01 to 2024-12-31,3286.0,,,,,3286.0,2024-h2,2024,h2,Banking,6
Zurich Assurance Ltd,ZURICH INSURANCE GROUP AG,2024-07-01 to 2024-12-31,0.0,1085.0,0.0,2249.0,364.0,3698.0,2024-h2,2024,h2,Insurance,6
Zurich Insurance Company Ltd,ZURICH INSURANCE GROUP AG,2024-07-01 to 2024-12-31,,,,3112.0,,3112.0,2024-h2,2024,h2,Insurance,6
abrdn Fund Managers Limited,ABERDEEN GROUP,2025-01-01 to 2025-06-30,,,,,800.0,800.0,2025-h1,2025,h1,Investments,7
Accord Mortgages Limited,YORKSHIRE BUILDING SOCIETY,2025-01-01 to 2025-06-30,22.0,,896.0,,,918.0,2025-h1,2025,h1,Mortgage & Lending,7
Accredited Insurance (Europe) Ltd,NO GROUP,2025-01-01 to 2025-06-30,,,,4649.0,,4649.0,2025-h1,2025,h1,Mortgage & Lending,7
Acm Ulr Limited,MARKERSTUDY GROUP,2025-01-01 to 2025-06-30,,,,723.0,,723.0,2025-h1,2025,h1,Insurance,7
Acorn Insurance & Financial Services Ltd,NO GROUP,2025-01-01 to 2025-06-30,,,,805.0,,805.0,2025-h1,2025,h1,Insurance,7
Acromas Insurance Company Limited,NO GROUP,2024-08-01 to 2025-01-31,,,,2446.0,,2446.0,2025-h1,2025,h1,Insurance,7
Action 365 Ltd,NO GROUP,2025-01-01 to 2025-06-30,,,,789.0,,789.0,2025-h1,2025,h1,Insurance,7
Admiral Financial Services Limited,NO GROUP,2025-01-01 to 2025-06-30,,,9.0,,,9.0,2025-h1,2025,h1,Insurance,7
Adrian Flux Insurance Services Group,NO GROUP,2024-10-01 to 2025-03-31,,,,1554.0,,1554.0,2025-h1,2025,h1,Insurance,7
Advisory Insurance Brokers Limited,ARDONAGH GROUP LIMITED,2025-01-01 to 2025-06-30,,,,708.0,,708.0,2025-h1,2025,h1,Insurance,7
Affinity Insurance Solutions Limited,MARKERSTUDY GROUP,2025-01-01 to 2025-06-30,,,,663.0,,663.0,2025-h1,2025,h1,Insurance,7
Ageas Insurance Limited,AGEAS SA-NV,2025-01-01 to 2025-06-30,,,,5090.0,,5090.0,2025-h1,2025,h1,Insurance,7
Ageas Retail Limited,AGEAS SA-NV,2025-01-01 to 2025-06-30,,,,912.0,,912.0,2025-h1,2025,h1,Insurance,7
Aioi Nissay Dowa Insurance UK Limited,AIOI NISSAY DOWA EUROPE LIMITED,2025-01-01 to 2025-06-30,,,,1585.0,,1585.0,2025-h1,2025,h1,Insurance,7
AJ Bell Management Limited,AJ BELL GROUP,2024-10-01 to 2025-03-31,,1350.0,,,,1350.0,2025-h1,2025,h1,Insurance,7
AJ Bell Securities Limited,AJ BELL GROUP,2024-10-01 to 2025-03-31,51.0,216.0,,,966.0,1233.0,2025-h1,2025,h1,Investments,7
Aldermore Bank Plc,FIRSTRAND LIMITED,2025-01-01 to 2025-06-30,962.0,,671.0,,,1633.0,2025-h1,2025,h1,Banking,7
Allianz Insurance Plc,ALLIANZ SE,2025-01-01 to 2025-06-30,,,,2758.0,,2758.0,2025-h1,2025,h1,Insurance,7
AMERICAN EXPRESS SERVICES EUROPE LIMITED,NO GROUP,2025-01-01 to 2025-06-30,13170.0,,,183.0,,13353.0,2025-h1,2025,h1,Banking,7
AMERICAN INTERNATIONAL GROUP UK LIMITED,"AMERICAN INTERNATIONAL GROUP, INC. (AIG)",2025-01-01 to 2025-06-30,,,,925.0,,925.0,2025-h1,2025,h1,Insurance,7
AmTrust Specialty Limited,NO GROUP,2025-01-01 to 2025-06-30,,,,2170.0,,2170.0,2025-h1,2025,h1,Insurance,7
Animal Friends Insurance Services Ltd,NO GROUP,2025-01-01 to 2025-06-30,,,,3055.0,,3055.0,2025-h1,2025,h1,Insurance,7
ARAG Legal Expenses Insurance Company Limited,NO GROUP,2025-01-01 to 2025-06-30,,,,2041.0,,2041.0,2025-h1,2025,h1,Insurance,7
Arthur J. Gallagher Insurance Brokers Limited,ARTHUR J GALLAGHER (UK) LTD,2025-01-01 to 2025-06-30,,,,1053.0,,1053.0,2025-h1,2025,h1,Insurance,7
Assurant General Insurance Limited,ASSURANT INC,2025-01-01 to 2025-06-30,,,,5778.0,,5778.0,2025-h1,2025,h1,Insurance,7
Astrenska Insurance Limited,NO GROUP,2024-11-01 to 2025-04-30,,,,2026.0,,2026.0,2025-h1,2025,h1,Insurance,7
Asurion Europe Limited,ASURION,2025-01-01 to 2025-06-30,,,,1548.0,,1548.0,2025-h1,2025,h1,Insurance,7
Atlanta Insurance Intermediaries Limited,MARKERSTUDY GROUP,2025-01-01 to 2025-06-30,,,,9569.0,,9569.0,2025-h1,2025,h1,Insurance,7
Automobile Association Insurance Services Limited,AUTOMOBILE ASSOCIATION (AA),2024-08-01 to 2025-01-31,,,,6366.0,,6366.0,2025-h1,2025,h1,Insurance,7
AutoProtect (MBI) Ltd,NO GROUP,2025-01-01 to 2025-06-30,,,,515.0,,515.0,2025-h1,2025,h1,Insurance,7
Avantia Insurance Limited,NO GROUP,2025-01-01 to 2025-06-30,,,,1122.0,,1122.0,2025-h1,2025,h1,Insurance,7
Aviva Health UK Limited,AVIVA PLC,2025-01-01 to 2025-06-30,,,,1262.0,,1262.0,2025-h1,2025,h1,Insurance,7
Aviva Insurance Limited,AVIVA PLC,2025-01-01 to 2025-06-30,,,,48979.0,,48979.0,2025-h1,2025,h1,Insurance,7
Aviva Life Services UK Limited,AVIVA PLC,2025-01-01 to 2025-06-30,,17246.0,797.0,3995.0,3048.0,25086.0,2025-h1,2025,h1,Insurance,7
Aviva Protection UK Limited,AVIVA PLC,2025-01-01 to 2025-06-30,,,,642.0,,642.0,2025-h1,2025,h1,Insurance,7
AWP Assistance UK Ltd,ALLIANZ SE,2025-01-01 to 2025-06-30,,,,2911.0,,2911.0,2025-h1,2025,h1,Insurance,7
AWP P&C S.A.,ALLIANZ SE,2025-01-01 to 2025-06-30,,,,1771.0,,1771.0,2025-h1,2025,h1,Insurance,7
AXA Insurance Designated Activity Company,AXA GROUP,2025-01-01 to 2025-06-30,,,,2085.0,,2085.0,2025-h1,2025,h1,Insurance,7
AXA Insurance UK Plc,AXA GROUP,2025-01-01 to 2025-06-30,,,,16910.0,,16910.0,2025-h1,2025,h1,Insurance,7
AXA PPP Healthcare Limited,AXA GROUP,2025-01-01 to 2025-06-30,,,,21855.0,,21855.0,2025-h1,2025,h1,Insurance,7
Bank of Ireland (UK) Plc,BANK OF IRELAND GROUP,2025-01-01 to 2025-06-30,2208.0,,972.0,33.0,,3213.0,2025-h1,2025,h1,Banking,7
Bank of Scotland plc,LLOYDS BANKING GROUP PLC,2025-01-01 to 2025-06-30,65337.0,5.0,12120.0,211.0,41.0,77714.0,2025-h1,2025,h1,Banking,7
Barclays Bank Plc,BARCLAYS PLC,2025-01-01 to 2025-06-30,9513.0,49.0,2.0,,1418.0,10982.0,2025-h1,2025,h1,Banking,7
Barclays Bank UK PLC,BARCLAYS PLC,2025-01-01 to 2025-06-30,147524.0,9.0,6544.0,162.0,34.0,154273.0,2025-h1,2025,h1,Banking,7
BISL Limited,MARKERSTUDY GROUP,2025-01-01 to 2025-06-30,,,,12473.0,,12473.0,2025-h1,2025,h1,Insurance,7
British Gas Services Limited,NO GROUP,2025-01-01 to 2025-06-30,,,,51725.0,,51725.0,2025-h1,2025,h1,Energy & Utilities,7
BUPA Insurance Services Limited,BUPA GROUP,2025-01-01 to 2025-06-30,,,,31133.0,,31133.0,2025-h1,2025,h1,Insurance,7
Cabot Credit Management Group Limited,NO GROUP,2025-01-01 to 2025-06-30,,,47.0,,,47.0,2025-h1,2025,h1,Mortgage & Lending,7
CALL ASSIST LIMITED,NO GROUP,2024-11-01 to 2025-04-30,,,,711.0,,711.0,2025-h1,2025,h1,Insurance,7
Canada Life Limited,NO GROUP,2025-01-01 to 2025-06-30,,329.0,,200.0,39.0,568.0,2025-h1,2025,h1,Insurance,7
Capital One (Europe) plc,CAPITAL ONE FINANCIAL CORPORATION,2025-01-01 to 2025-06-30,24847.0,,,8.0,,24855.0,2025-h1,2025,h1,Banking,7
Car Care Plan Limited,NO GROUP,2025-01-01 to 2025-06-30,,,,886.0,,886.0,2025-h1,2025,h1,Insurance,7
CAROLE NASH INSURANCE CONSULTANTS LIMITED,NO GROUP,2025-01-01 to 2025-06-30,,,,3049.0,,3049.0,2025-h1,2025,h1,Insurance,7
Castelan Limited,NO GROUP,2024-10-01 to 2025-03-31,,,,552.0,,552.0,2025-h1,2025,h1,Insurance,7
Casualty & General Insurance Company (Europe) Ltd,NO GROUP,2025-01-01 to 2025-06-30,,,,1114.0,,1114.0,2025-h1,2025,h1,Insurance,7
Charter Court Financial Services Limited,CHARTER COURT FINANCIAL SERVICES GROUP PLC,2025-01-01 to 2025-06-30,741.0,,1133.0,,,1874.0,2025-h1,2025,h1,Mortgage & Lending,7
Chubb European Group SE,CHUBB LIMITED,2025-01-01 to 2025-06-30,,,,4134.0,,4134.0,2025-h1,2025,h1,Insurance,7
ClearBank Limited,NO GROUP,2025-01-01 to 2025-06-30,3961.0,,,,,3961.0,2025-h1,2025,h1,Banking,7
Close Brothers Limited,CLOSE BROTHERS GROUP PLC,2024-08-01 to 2025-01-31,162.0,,,1.0,,163.0,2025-h1,2025,h1,Banking,7
Clydesdale Bank Plc,VIRGIN MONEY UK PLC,2024-10-01 to 2025-03-31,29819.0,1.0,1840.0,9.0,22.0,31691.0,2025-h1,2025,h1,Banking,7
Cofunds Limited,AEGON N.V.,2025-01-01 to 2025-06-30,,76.0,,,950.0,1026.0,2025-h1,2025,h1,Investments,7
Complete Cover Group Ltd,NO GROUP,2025-01-01 to 2025-06-30,,,,905.0,,905.0,2025-h1,2025,h1,Insurance,7
Connells Limited,SKIPTON BUILDING SOCIETY,2025-01-01 to 2025-06-30,,,428.0,115.0,,543.0,2025-h1,2025,h1,Mortgage & Lending,7
Countrywide Assured Plc,NO GROUP,2025-01-01 to 2025-06-30,,332.0,,263.0,81.0,676.0,2025-h1,2025,h1,Insurance,7
Coutts & Company,NATWEST GROUP,2025-01-01 to 2025-06-30,1459.0,14.0,84.0,13.0,107.0,1677.0,2025-h1,2025,h1,Banking,7
Covea Insurance plc,COVEA GROUP,2025-01-01 to 2025-06-30,,,,2528.0,,2528.0,2025-h1,2025,h1,Insurance,7
Coventry Building Society,NO GROUP,2025-01-01 to 2025-06-30,3806.0,,658.0,2.0,,4466.0,2025-h1,2025,h1,Banking,7
Creation Consumer Finance Ltd,BNP PARIBAS GROUP,2025-01-01 to 2025-06-30,9886.0,,,,,9886.0,2025-h1,2025,h1,Mortgage & Lending,7
Creation Financial Services Limited,BNP PARIBAS GROUP,2025-01-01 to 2025-06-30,404.0,,,,,404.0,2025-h1,2025,h1,Banking,7
Cynergy Bank Plc,CYNERGY CAPITAL LTD,2025-01-01 to 2025-06-30,1047.0,,2.0,,,1049.0,2025-h1,2025,h1,Banking,7
Digital Moneybox Limited,NO GROUP,2024-12-01 to 2025-05-31,535.0,19.0,,,101.0,655.0,2025-h1,2025,h1,Banking,7
Domestic & General Insurance Plc,CVC CAPITAL PARTNERS ADVISORY GROUP HOLDING FOUNDATION,2024-10-01 to 2025-03-31,,,,60444.0,,60444.0,2025-h1,2025,h1,Insurance,7
Elderbridge Limited,TECH MAHINDRA LIMITED,2024-10-01 to 2025-03-31,,,756.0,,,756.0,2025-h1,2025,h1,Mortgage & Lending,7
Embark Investment Services Limited,LLOYDS BANKING GROUP PLC,2025-01-01 to 2025-06-30,0.0,305.0,0.0,0.0,323.0,628.0,2025-h1,2025,h1,Investments,7
Embark Services Limited,LLOYDS BANKING GROUP PLC,2025-01-01 to 2025-06-30,0.0,515.0,0.0,0.0,0.0,515.0,2025-h1,2025,h1,Insurance,7
Equiniti Financial Services Limited,EQUINITI GROUP PLC,2025-01-01 to 2025-06-30,,26.0,,,2333.0,2359.0,2025-h1,2025,h1,Investments,7
ERGO TRAVEL INSURANCE SERVICES LTD,NO GROUP,2025-01-01 to 2025-06-30,,,,2738.0,,2738.0,2025-h1,2025,h1,Insurance,7
ERGO UK Specialty Limited,NO GROUP,2025-01-01 to 2025-06-30,,,,574.0,,574.0,2025-h1,2025,h1,Insurance,7
esure Insurance Limited,ESURE GROUP PLC,2025-01-01 to 2025-06-30,,,,14395.0,,14395.0,2025-h1,2025,h1,Insurance,7
EUI Limited,ADMIRAL GROUP PLC,2025-01-01 to 2025-06-30,,,,70326.0,,70326.0,2025-h1,2025,h1,Insurance,7
Evolution Insurance Company Limited,NO GROUP,2025-01-01 to 2025-06-30,,,,540.0,,540.0,2025-h1,2025,h1,Insurance,7
Exeter Friendly Society Limited,EXETER FRIENDLY SOCIETY LIMITED,2025-01-01 to 2025-06-30,,,,1294.0,,1294.0,2025-h1,2025,h1,Insurance,7
Family Assurance Friendly Society Limited,NO GROUP,2025-01-01 to 2025-06-30,0.0,3.0,0.0,530.0,160.0,693.0,2025-h1,2025,h1,Insurance,7
Family Equity Plan Limited,FAMILY ASSURANCE FRIENDLY SOCIETY LTD,2025-01-01 to 2025-06-30,631.0,0.0,0.0,0.0,563.0,1194.0,2025-h1,2025,h1,Banking,7
Financial Administration Services Limited,FIDELITY HOLDINGS LIMITED,2025-01-01 to 2025-06-30,,630.0,,,1224.0,1854.0,2025-h1,2025,h1,Investments,7
First Central Insurance Management Limited,FIRST CENTRAL GROUP LIMITED,2025-01-01 to 2025-06-30,,,,8149.0,,8149.0,2025-h1,2025,h1,Insurance,7
FirstRand Bank Limited,FIRSTRAND LIMITED,2025-01-01 to 2025-06-30,,,,21.0,,21.0,2025-h1,2025,h1,Banking,7
Forester Life Limited,FORESTER HOLDINGS (EUROPE) LIMITED,2025-01-01 to 2025-06-30,,31.0,,29.0,552.0,612.0,2025-h1,2025,h1,Insurance,7
Fortegra Europe Insurance Company Ltd,NO GROUP,2025-01-01 to 2025-06-30,,,,3743.0,,3743.0,2025-h1,2025,h1,Insurance,7
Funding Circle Ltd,NO GROUP,2025-01-01 to 2025-06-30,,,,,15.0,15.0,2025-h1,2025,h1,Investments,7
Halifax Share Dealing Limited,LLOYDS BANKING GROUP PLC,2025-01-01 to 2025-06-30,0.0,35.0,0.0,0.0,651.0,686.0,2025-h1,2025,h1,Investments,7
Hargreaves Lansdown Asset Management Limited,HARGREAVES LANSDOWN LIMITED,2025-01-01 to 2025-06-30,,1938.0,,,4701.0,6639.0,2025-h1,2025,h1,Energy & Utilities,7
Hastings Insurance Services Limited,HASTINGS GROUP,2025-01-01 to 2025-06-30,,,,18123.0,,18123.0,2025-h1,2025,h1,Insurance,7
HBOS Investment Fund Managers Limited,LLOYDS BANKING GROUP PLC,2025-01-01 to 2025-06-30,0.0,0.0,0.0,0.0,734.0,734.0,2025-h1,2025,h1,Investments,7
HELVETIA GLOBAL SOLUTIONS LTD,NO GROUP,2025-01-01 to 2025-06-30,,,,914.0,,914.0,2025-h1,2025,h1,Insurance,7
Highway Insurance Company Limited,ALLIANZ SE,2025-01-01 to 2025-06-30,,,,744.0,,744.0,2025-h1,2025,h1,Insurance,7
Hiscox Insurance Company Limited,HISCOX LTD.,2025-01-01 to 2025-06-30,,,,510.0,,510.0,2025-h1,2025,h1,Insurance,7
Home Retail Group Card Services Limited,J SAINSBURY PLC,2024-09-01 to 2025-02-28,4438.0,,,,,4438.0,2025-h1,2025,h1,Banking,7
Homeserve Membership Limited,HOMESERVE PLC,2025-01-01 to 2025-06-30,,,,2971.0,,2971.0,2025-h1,2025,h1,Insurance,7
Hood Travel Limited,NO GROUP,2025-01-01 to 2025-06-30,,,,740.0,,740.0,2025-h1,2025,h1,Insurance,7
Howserv Limited,STAYSURE HOLDINGS LTD,2025-01-01 to 2025-06-30,,,,2358.0,,2358.0,2025-h1,2025,h1,Insurance,7
HSBC Bank Plc,NO GROUP,2025-01-01 to 2025-06-30,465.0,0.0,0.0,2.0,47.0,514.0,2025-h1,2025,h1,Banking,7
HSBC UK Bank Plc,HSBC HOLDINGS PLC,2025-01-01 to 2025-06-30,84351.0,66.0,5264.0,548.0,1160.0,91389.0,2025-h1,2025,h1,Banking,7
I Go 4 Ltd.,MARKERSTUDY GROUP,2025-01-01 to 2025-06-30,,,,940.0,,940.0,2025-h1,2025,h1,Insurance,7
Ikano Bank AB (publ),NO GROUP,2025-01-01 to 2025-06-30,1191.0,,,,,1191.0,2025-h1,2025,h1,Banking,7
Inshur UK Ltd,NO GROUP,2025-01-01 to 2025-06-30,,,,614.0,,614.0,2025-h1,2025,h1,Insurance,7
INSURANCE FACTORY LIMITED,NO GROUP,2025-01-01 to 2025-06-30,,,,2708.0,,2708.0,2025-h1,2025,h1,Insurance,7
INTACT INSURANCE UK LIMITED,NO GROUP,2025-01-01 to 2025-06-30,,0.0,,8694.0,,8694.0,2025-h1,2025,h1,Insurance,7
Inter Partner Assistance SA,AXA GROUP,2025-01-01 to 2025-06-30,,,,8212.0,,8212.0,2025-h1,2025,h1,Insurance,7
Interactive Brokers (U.K.) Limited,NO GROUP,2025-01-01 to 2025-06-30,,,,,927.0,927.0,2025-h1,2025,h1,Investments,7
Interactive Investor Services Limited,ABERDEEN GROUP,2025-01-01 to 2025-06-30,,280.0,,,2225.0,2505.0,2025-h1,2025,h1,Investments,7
J.P. Morgan Europe Limited,JPMORGAN CHASE & CO,2025-01-01 to 2025-06-30,10803.0,,,,,10803.0,2025-h1,2025,h1,Banking,7
JAMES HAY ADMINISTRATION COMPANY LIMITED,NO GROUP,2025-01-01 to 2025-06-30,,950.0,,,,950.0,2025-h1,2025,h1,Insurance,7
Janus Henderson Fund Management UK Limited,JANUS HENDERSON GROUP PLC,2025-01-01 to 2025-06-30,,,,,569.0,569.0,2025-h1,2025,h1,Investments,7
Kensington Mortgage Company Limited,NO GROUP,2025-01-01 to 2025-06-30,,,919.0,,,919.0,2025-h1,2025,h1,Mortgage & Lending,7
Kroo Bank Ltd,NO GROUP,2025-01-01 to 2025-06-30,893.0,,,,,893.0,2025-h1,2025,h1,Banking,7
Landmark Mortgages Limited,NO GROUP,2025-01-01 to 2025-06-30,,,604.0,,,604.0,2025-h1,2025,h1,Mortgage & Lending,7
Leeds Building Society,LEEDS BUILDING SOCIETY,2025-01-01 to 2025-06-30,2336.0,,1076.0,5.0,,3417.0,2025-h1,2025,h1,Banking,7
Legal and General Assurance Society Limited,LEGAL & GENERAL GROUP PLC,2025-01-01 to 2025-06-30,,1386.0,,3051.0,,4437.0,2025-h1,2025,h1,Insurance,7
Lenvi Servicing Limited,NO GROUP,2025-01-01 to 2025-06-30,,,756.0,,,756.0,2025-h1,2025,h1,Mortgage & Lending,7
Link Financial Outsourcing Limited,NO GROUP,2025-01-01 to 2025-06-30,,,11.0,,,11.0,2025-h1,2025,h1,Mortgage & Lending,7
Liverpool Victoria Financial Services Limited,LIVERPOOL VICTORIA GROUP,2025-01-01 to 2025-06-30,,384.0,,1349.0,274.0,2007.0,2025-h1,2025,h1,Insurance,7
Liverpool Victoria Insurance Company Limited,ALLIANZ SE,2025-01-01 to 2025-06-30,,,,10359.0,,10359.0,2025-h1,2025,h1,Insurance,7
Lloyds Bank General Insurance Limited,LLOYDS BANKING GROUP PLC,2025-01-01 to 2025-06-30,0.0,0.0,0.0,5782.0,0.0,5782.0,2025-h1,2025,h1,Banking,7
Lloyds Bank PLC,LLOYDS BANKING GROUP PLC,2025-01-01 to 2025-06-30,78119.0,43.0,2845.0,350.0,46.0,81403.0,2025-h1,2025,h1,Banking,7
London and Country Mortgages Ltd,NO GROUP,2025-01-01 to 2025-06-30,,,585.0,48.0,,633.0,2025-h1,2025,h1,Mortgage & Lending,7
M & G Securities Limited,M&G PLC,2025-01-01 to 2025-06-30,,,,,738.0,738.0,2025-h1,2025,h1,Investments,7
ManyPets Ltd,NO GROUP,2024-10-01 to 2025-03-31,,,,3709.0,,3709.0,2025-h1,2025,h1,Insurance,7
Marks & Spencer Financial Services Plc,HSBC HOLDINGS PLC,2025-01-01 to 2025-06-30,7097.0,0.0,0.0,100.0,0.0,7197.0,2025-h1,2025,h1,Banking,7
